snum,months,days,sex,cond,GNG,gazeOnOff,trial,trialType,startTime,endTime,duration
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,1,1,AttenGet,0,0.4631896000009874,0.4631896000009874
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,0,1,AttenGet,0.4631918000013684,0.7799308000012388,0.31673899999987043
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,1,1,AttenGet,0.7799289000013232,1.5631690000009257,0.7832400999996025
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,0,1,AttenGet,1.5631710000016028,1.8132222000003821,0.25005119999877934
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,1,1,AttenGet,1.8132201000007626,2.0631949000016903,0.24997480000092764
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,0,1,AttenGet,2.06319700000131,2.3965347000012116,0.3333376999999018
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,1,1,AttenGet,2.3965325000008306,2.530082200000834,0.1335497000000032
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,0,1,AttenGet,2.5300843000004534,3.2299571000003198,0.6998727999998664
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,1,1,AttenGet,3.2299551000014617,3.5966637000001356,0.3667085999986739
6,221,17,2,"{'Same': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'Switch': ['RetH', 'RetG', 'RetF', 'RetE', 'RetD', 'RetC', 'RetB', 'RetA'], 'Hab': ['DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA', 'DenH', 'DenG', 'DenF', 'DenE', 'DenD', 'DenC', 'DenB', 'DenA'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov']}",1,0,1,AttenGet,3.5966657000008126,3.8800185000000056,0.28335279999919294
