sNum,months,days,sex,cond,condLabel,trial,GNG,trialType,stimName,habCrit,sumOnA,numOnA,sumOffA,numOffA,sumOnB,numOnB,sumOffB,numOffB
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,1,1,AttenGet,AttenGet.mov,0,7.640967300003467,10,4.366871099999116,10,0,0,12.00783969999975,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,2,1,Hab,DenF,0,0.8500003999997716,1,0.16050179999911052,1,0,0,1.0105002999989665,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,3,1,Hab,DenC,0,1.0106782999991992,1,0,0,0,0,1.0106782999991992,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,4,1,Hab,DenB,0,0.9948194000007788,2,0.016688799998519244,1,0,0,1.0115083000000595,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,5,1,Hab,DenB,1.7201795783131022,1.010783800000354,1,0,0,0,0,1.010783800000354,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,6,1,Hab,DenA,1.8170370481929712,0.7774386000000959,2,0.23311779999858118,2,0,0,1.0105588999995234,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,7,1,Hab,DenD,1.8170370481929712,1.0106596999994508,1,0,0,0,0,1.0106596999994508,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,8,1,Hab,DenC,1.8170370481929712,0.6942440000002534,3,0.3162274999995134,3,0,0,1.0104740000006132,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,9,1,Hab,DenB,1.8170370481929712,0.6783574000000954,1,0.33322899999984656,1,0,0,1.011588599998504,1
7,220,17,1,"{'Hab': ['DenF', 'DenC', 'DenB', 'DenB', 'DenA', 'DenD', 'DenC', 'DenB', 'DenD', 'DenH', 'DenE', 'DenF', 'DenH', 'DenE', 'DenG', 'DenE', 'DenA', 'DenH', 'DenF', 'DenA', 'DenD', 'DenG', 'DenC', 'DenG'], 'ISI': ['yellowlightshort.mov'], 'AttenGet': ['AttenGet.mov'], 'Same': ['DenD', 'DenH', 'DenB', 'DenA', 'DenC', 'DenG', 'DenF', 'DenE'], 'Switch': ['RetD', 'RetH', 'RetB', 'RetA', 'RetC', 'RetG', 'RetF', 'RetE']}",LEAP08,10,1,Hab,DenD,1.8170370481929712,0.06659580000086862,1,0.9450250999998389,1,0,0,1.0116190000007919,1
