allophones,confidence,description,domainelement_pk,frequency,id,jsondata,marginal,markup_description,name,pk,valueset_pk
,,,,,104944,{},False,,ɳ Ngunawal (ER 2999),104943,104943
,,,,,104969,{},False,,ɳ Thawa (ER 3000),104968,104968
,,,,,104993,{},False,,ɳ Gangalidda (ER 3001),104992,104992
,,,,,105016,{},False,,ɳ Kayardild (ER 3002),105015,105015
,,,,,105041,{},False,,ɳ Lardil (ER 3003),105040,105040
,,,,,105065,{},False,,ɳ Yangkaralda (ER 3004),105064,105064
,,,,,105089,{},False,,ɳ Tiwi (ER 3005),105088,105088
,,,,,105110,{},False,,ɳ Wagiman (ER 3006),105109,105109
,,,,,105137,{},False,,ɳ Ngarinyin (ER 3007),105136,105136
,,,,,105161,{},False,,ɳ Gambera (ER 3008),105160,105160
,,,,,105188,{},False,,ɳ Kwini (ER 3009),105187,105187
,,,,,105216,{},False,,ɳ Wunambal (ER 3010),105215,105215
,,,,,105242,{},False,,ɳ Umiida (ER 3011),105241,105241
,,,,,105266,{},False,,ɳ Unggumi (ER 3012),105265,105265
,,,,,105291,{},False,,ɳ Worrorra (ER 3013),105290,105290
,,,,,105316,{},False,,ɳ Yawijibaya (ER 3014),105315,105315
,,,,,105339,{},False,,ɳ Wardaman (ER 3015),105338,105338
,,,,,105361,{},False,,ɳ Yangman (ER 3016),105360,105360
,,,,,105405,{},False,,ɳ Ngardily (ER 3018),105404,105404
,,,,,105428,{},False,,ɳ Piangil (ER 3019),105427,105427
