allophones,confidence,description,domainelement_pk,frequency,id,jsondata,marginal,markup_description,name,pk,valueset_pk
ɖ ʈ͉,,,,,3451,{},,,ʈ͉ Pima (SPA 96),3451,3451
,,,,,96066,{},False,,ʈ͉ Burarra (ER 2629),96065,96065
,,,,,96182,{},False,,ʈ͉ Murrinh-patha (ER 2634),96181,96181
,,,,,96276,{},False,,ʈ͉ Marringarr (ER 2638),96275,96275
,,,,,96303,{},False,,ʈ͉ Marrithiyel (ER 2639),96302,96302
,,,,,96331,{},False,,ʈ͉ Marti Ke (ER 2640),96330,96330
,,,,,96364,{},False,,ʈ͉ Emmi (ER 2641),96363,96363
,,,,,96415,{},False,,ʈ͉ Limilngan (ER 2643),96414,96414
,,,,,96617,{},False,,ʈ͉ Dalabon (ER 2652),96616,96616
,,,,,96671,{},False,,ʈ͉ Ngalakgan (ER 2654),96670,96670
,,,,,96705,{},False,,ʈ͉ Ngandi (ER 2655),96704,96704
,,,,,96733,{},False,,ʈ͉ Gun-Dedjnjenghmi (ER 2656),96732,96732
,,,,,96760,{},False,,ʈ͉ Gun-Djeihmi (ER 2657),96759,96759
,,,,,96788,{},False,,ʈ͉ Kune (ER 2658),96787,96787
,,,,,96815,{},False,,ʈ͉ Kuninjku (ER 2659),96814,96814
,,,,,96842,{},False,,ʈ͉ Kunwinjku (ER 2660),96841,96841
,,,,,96869,{},False,,ʈ͉ Mayali (ER 2661),96868,96868
,,,,,96896,{},False,,ʈ͉ Jawoyn (ER 2662),96895,96895
,,,,,96924,{},False,,ʈ͉ Rembarrnga (ER 2663),96923,96923
,,,,,97250,{},False,,ʈ͉ Gurr-Goni (ER 2677),97249,97249
,,,,,97276,{},False,,ʈ͉ Nakara (ER 2678),97275,97275
,,,,,97345,{},False,,ʈ͉ Alawa (ER 2681),97344,97344
,,,,,97643,{},False,,ʈ͉ Jukun (ER 2695),97642,97642
,,,,,97671,{},False,,ʈ͉ Yawuru (ER 2696),97670,97670
,,,,,98958,{},False,,ʈ͉ Tharrkari (ER 2745),98957,98957
,,,,,99040,{},False,,ʈ͉ Mithaka (ER 2748),99039,99039
,,,,,99195,{},False,,ʈ͉ Yandruwandha (ER 2754),99194,99194
,,,,,99224,{},False,,ʈ͉ Nhirrpi (ER 2755),99223,99223
,,,,,99254,{},False,,ʈ͉ Yawarrawarrka (ER 2756),99253,99253
,,,,,99329,{},False,,ʈ͉ Kungardutji (ER 2759),99328,99328
,,,,,99359,{},False,,ʈ͉ Wangkumara (ER 2760),99358,99358
,,,,,99609,{},False,,ʈ͉ Nhanda (ER 2770),99608,99608
,,,,,100579,{},False,,ʈ͉ Gunya (ER 2816),100578,100578
,,,,,100610,{},False,,ʈ͉ Margany (ER 2817),100609,100609
,,,,,101589,{},False,,ʈ͉ Warlmanpa (ER 2860),101588,101588
,,,,,103694,{},False,,ʈ͉ Bularnu (ER 2946),103693,103693
,,,,,103750,{},False,,ʈ͉ Warluwarra (ER 2948),103749,103749
,,,,,103830,{},False,,ʈ͉ Warumungu (ER 2951),103829,103829
,,,,,104338,{},False,,ʈ͉ Gupapuyngu (ER 2972),104337,104337
,,,,,104395,{},False,,ʈ͉ Djambarrpuyngu (ER 2974),104394,104394
,,,,,104426,{},False,,ʈ͉ Gumatj (ER 2975),104425,104425
,,,,,104452,{},False,,ʈ͉ Djinang (ER 2976),104451,104451
,,,,,104477,{},False,,ʈ͉ Djinba (ER 2977),104476,104476
,,,,,104507,{},False,,ʈ͉ Nhangu (ER 2978),104506,104506
,,,,,104538,{},False,,ʈ͉ Ritharrngu (ER 2979),104537,104537
,,,,,105121,{},False,,ʈ͉ Wagiman (ER 3006),105120,105120
