allophones,confidence,description,domainelement_pk,frequency,id,jsondata,marginal,markup_description,name,pk,valueset_pk
,,,,,90933,{},False,,ʈʂ Asturian (Western) (EA 2516),90932,90932
,,,,,91462,{},False,,ʈʂ Kami Tibetan (EA 2525),91461,91461
,,,,,91709,{},False,,ʈʂ Meadow Mari (Volga) (EA 2532),91708,91708
,,,,,91830,{},False,,ʈʂ Khalong Tibetan (EA 2534),91829,91829
,,,,,92017,{},False,,ʈʂ Shixing (EA 2539),92016,92016
,,,,,92468,{},False,,ʈʂ Achang (Lianghe) (EA 2548),92467,92467
,,,,,92758,{},False,,ʈʂ gSerpa (EA 2553),92757,92757
,,,,,92864,{},False,,ʈʂ Mangghuer (Minhe Monguor) (EA 2556),92863,92863
,,,,,92955,{},False,,ʈʂ Shigatse Tibetan (EA 2558),92954,92954
,,,,,93058,{},False,,ʈʂ Ahi (EA 2560),93057,93057
,,,,,93109,{},False,,ʈʂ Burushaski (Werchikwar) (EA 2561),93108,93108
,,,,,93730,{},False,,ʈʂ Komi-Permyak (EA 2575),93729,93729
,,,,,93820,{},False,,ʈʂ Burushaski (Nagar) (EA 2577),93819,93819
,,,,,94193,{},False,,ʈʂ Southern Pumi (Xinyingpan) (EA 2585),94192,94192
,,,,,94471,{},False,,ʈʂ Dongwang Tibetan (EA 2591),94470,94470
,,,,,94820,{},False,,ʈʂ Kalmyk (Standard) (EA 2599),94819,94819
,,,,,95460,{},False,,ʈʂ Burushaski (Hunza) (EA 2613),95459,95459
,,,,,95511,{},False,,ʈʂ Themchen Tibetan (EA 2614),95510,95510
,,,,,95574,{},False,,ʈʂ Erzya (Standard) (EA 2616),95573,95573
