allophones,confidence,description,domainelement_pk,frequency,id,jsondata,marginal,markup_description,name,pk,valueset_pk
,,,,,79283,{},False,,ʐ Meadow Mari (Morki-Sernur) (EA 2241),79283,79283
,,,,,79366,{},False,,ʐ Moksha (Standard) (EA 2243),79366,79366
,,,,,79466,{},False,,ʐ Moksha (Southwest) (EA 2245),79466,79466
,,,,,80162,{},False,,ʐ Kildin Saami (EA 2260),80162,80162
,,,,,80209,{},False,,ʐ Russian (Standard) (EA 2261),80209,80209
,,,,,80443,{},False,,ʐ Yongning Na (Mosuo) (EA 2267),80443,80443
,,,,,80476,{},False,,ʐ Beserman (Šamardan) (EA 2268),80476,80476
,,,,,80549,{},False,,ʐ Ishkashimi (EA 2270),80549,80549
,,,,,80663,{},False,,ʐ Hill Mari (Kozmodemjansk) (EA 2273),80663,80663
,,,,,81318,{},False,,ʐ Munji (EA 2289),81318,81318
,,,,,81640,{},False,,ʐ Puxi (EA 2298),81640,81640
,,,,,82257,{},False,,ʐ Daur (EA 2312),82257,82257
,,,,,82662,{},False,,ʐ Wazirwola (North Wazīrī) (EA 2322),82662,82662
,,,,,82909,{},False,,ʐ Rgyalthang Tibetan (EA 2327),82909,82909
,,,,,83589,{},False,,ʐ Rusyn (Lemko) (EA 2343),83589,83589
,,,,,84090,{},False,,ʐ Udmurt (Udmurt Tašly) (EA 2353),84090,84090
,,,,,85240,{},False,,ʐ Yodzyak Komi (EA 2384),85240,85240
,,,,,85921,{},False,,ʐ Udmurt (Bavly) (EA 2400),85921,85921
,,,,,86470,{},False,,ʐ Eastern Mari (EA 2413),86470,86470
,,,,,86781,{},False,,ʐ Zhongu Tibetan (EA 2420),86781,86781
,,,,,87135,{},False,,ʐ Northern Qiang (Yadu) (EA 2429),87135,87135
,,,,,88323,{},False,,ʐ Komi-Zyrian (Syktyvkar) (EA 2460),88323,88323
,,,,,88737,{},False,,ʐ Abkhaz (Abzhywa) (EA 2468),88737,88737
,,,,,89162,{},False,,ʐ Dongxiang (EA 2477),89162,89162
,,,,,89445,{},False,,ʐ Nuosu (Black Yi) (EA 2483),89444,89444
,,,,,89587,{},False,,ʐ Northern Qiang (Hongyan) (EA 2486),89586,89586
,,,,,90269,{},False,,ʐ Bashkir (Standard) (EA 2500),90268,90268
,,,,,90505,{},False,,ʐ Meadow Mari (Joškar-Ola) (EA 2506),90504,90504
,,,,,90867,{},False,,ʐ Wakhi (EA 2514),90866,90866
,,,,,91132,{},False,,ʐ Soghpo Tibetan (EA 2519),91131,91131
,,,,,91714,{},False,,ʐ Meadow Mari (Volga) (EA 2532),91713,91713
,,,,,91889,{},False,,ʐ Udmurt (Krasnoufimsk) (EA 2536),91888,91888
,,,,,92038,{},False,,ʐ Shixing (EA 2539),92037,92037
,,,,,92479,{},False,,ʐ Achang (Lianghe) (EA 2548),92478,92478
,,,,,92700,{},False,,ʐ Abkhaz (Bzyb) (EA 2552),92699,92699
,,,,,93016,{},False,,ʐ Malayalam (EA 2559),93015,93015
,,,,,93067,{},False,,ʐ Ahi (EA 2560),93066,93066
,,,,,93735,{},False,,ʐ Komi-Permyak (EA 2575),93734,93734
,,,,,94013,{},False,,ʐ Hill Mari (Jaransk) (EA 2581),94012,94012
,,,,,94203,{},False,,ʐ Southern Pumi (Xinyingpan) (EA 2585),94202,94202
,,,,,94236,{},False,,ʐ Southwestern Pashto (Kandahar) (EA 2586),94235,94235
,,,,,94485,{},False,,ʐ Dongwang Tibetan (EA 2591),94484,94484
,,,,,94828,{},False,,ʐ Kalmyk (Standard) (EA 2599),94827,94827
,,,,,95377,{},False,,ʐ Tamil (EA 2611),95376,95376
,,,,,95580,{},False,,ʐ Erzya (Standard) (EA 2616),95579,95579
,,,,,96281,{},False,,ʐ Marringarr (ER 2638),96280,96280
,,,,,96336,{},False,,ʐ Marti Ke (ER 2640),96335,96335
,,,,,96369,{},False,,ʐ Emmi (ER 2641),96368,96368
,,,,,103756,{},False,,ʐ Warluwarra (ER 2948),103755,103755
